ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Description,Categories,Language
0749002697,Georgiana,Brian Masters,1997,Allison &amp; Busby Ltd,,,
0151334811,Free to Choose: A Personal Statement,Milton Friedman,1980,Harcourt,,,
0316152447,Trunk Music (Detective Harry Bosch Mysteries),Michael Connelly,1997,Little Brown &amp; Co,"When the body of a Hollywood producer, the apparent victim of a mafia hit, is found in the trunk of a Rolls-Royce, maverick LAPD homicide detective Harry Bosch follows a complex trail of gambling debts to Las Vegas, in a case that suddenly becomes personal. 150,000 first printing. $400,000 ad/promo. BOMC. Tour.",Fiction,
0345365925,For All Their Lives,Fern Michaels,1992,Ivy Books,"A tale of love amid war, of love against all odds, as a beautiful half-French, half-American nurse and the idealistic officer she loves struggle to survive in the chaos of Vietnam . . .",Fiction,en
0786006250,Killer Kids,Don Lasseter,1998,Pinnacle Books,,,
0440236908,The Beautiful Stranger (The Rogues of Regent Street),Julia London,2001,Dell Publishing Company,,,
0812532171,The Astral Mirror,Ben Bova,1985,Tor Books,,,
0523420870,Daimyo's Revenge,William Morell,1984,Pinnacle Books,,,
0192835106,Mary Barton (Oxford World's Classics),Elizabeth Gaskell,1998,Oxford University Press,,,
0136984991,Prentice Hall Literature: Bronze,Not Applicable (Na ),1989,Pearson Prentice Hall,,,
3794170008,Tattoo Mum. ( Ab 11 J.).,Jacqueline Wilson,2002,SauerlÃ?Â¤nder,,,
3822871818,Asian Ladies (Photo Book Series),Uwe Ommer,2000,Taschen,,,
0375813128,Watch Me Grow (Growth Chart Coloring),Jeff Albrecht,2001,Random House Books for Young Readers,,,
0912022124,Aiming to please (His Red line/blue line ice hockey adventures),Dennis St. Sauver,1973,Amecus Street,,,
0373097689,"Captivated (Silhouette Special Edition, No 9768)",Nora Roberts,1992,Silhouette,,,
0345353056,"Rubicon (Sentinels, No 5)",Jack McKinney,1990,Del Rey Books,,,
037324603X,"Priceless (Silhouette Special Edition, 1603)",Sherryl Woods,2004,Silhouette,,,
0743238494,Willem's Field: A Novel,Melinda Haynes,2003,Free Press,,,
0385470355,We're Off to See the Killer,William Murray,1993,Doubleday Books,,,
031226805X,Hiroshima Joe: A Novel,Martin Booth,2003,Picador,,,
0425170616,Delusions of Grandeur (Star Wars: Young Jedi Knights (Paperback)),Kevin J. Anderson,1997,Berkley Publishing Group,,,
0380817799,A Rebellious Bride (Avon Romance),Brenda Hiatt,2002,Avon,,,
0525466878,Shrek Scratch and Stink Storybook,Justin Heimberg,2001,DreamWorks,,,
0312280718,Autobiography of a Spiritually Incorrect Mystic,Osho,2001,St. Martin's Griffin,,,
0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group,"CIA Deputy Director Jack Ryan returns to the screen in Paramount Pictures' film adaptation of this novel of intrigue, set for release in May and starring Ben Affleck as Ryan. The Gulf War is over and an Israeli nuclear weapon is missing. The balance of power in the Mideast--and the world--is about to change forever. Jack Ryan returns to face the challenge of his career when his proposal for a Middle Eastern peace plan erupts into chaos. Copyright © Libri GmbH. All rights reserved.",Fiction,en
0884945529,A Stranger for Christmas,Carol L. Pearson,1984,Deseret Book Co,,,
0345382439,The Heldan,Deborah Talmadge-Bickmore,1994,Del Rey Books,,,
0374189897,A Live Coal in the Sea,Madeleine L'Engle,1996,Farrar Straus &amp; Giroux,,,
038531891X,Heathens: A Novel,David Haynes,1997,Bantam Dell Pub Group,,,
0945260342,Reader's Digest Best Loved Books for Young Readers: The Red Badge of Courage,Stephen Crane,1989,"Choice Publishing, Incorporated",,,
0679022244,Berkeley Guide to Mexico-1993: On the Loose in Series,Associated Students at the University of,1992,Fodor's Travel Publications,,,
2070415732,Fahrenheit 451 (Collection Folio),Ray Bradbury,2002,Distribooks Inc,,,
0061061492,The Dream Horse,Virginia Campbell Scott,1993,Harpercollins Juvenile Books,,,
0345331303,Corpse on the Dike,Janwillem Van De Wetering,1987,Ballantine Books,,,
0415012090,The Empire Writes Back: Theory and Practice in Post-Colonial Literature (New Accents),Bill Ashcroft,1990,Routledge,,,
0373442009,Found and Lost (Flipside),Holly Jacobs,2004,Harlequin,,,
0671571532,Wildcatter's Woman,Janet Dailey,1982,Pocket Books (Mm),,,
0316608467,When the Messenger is Hot: Stories,Elizabeth Crane,2004,Back Bay Books,,,
0671632388,Dinosaurs : A Sticker Book,Kathie Billingslea Smith,1987,Little Simon,,,
0062554883,Addictive Personality Understanding Comp,Craig Nakken,1988,Harpercollins Publisher,,,
0316485187,How to Get What You Want In Life With the Money You Already Have,Carol Keeffe,1995,"Little, Brown",,,
031214573x,Coming of Age: The Story of Our Century by Those Who'Ve Lived It,Studs Terkel,1996,St. Martin's Press,,,
0061081523,Move Heaven and Earth : Move Heaven and Earth (Harper Monogram),Christina Dodd,1995,HarperTorch,,,
1578400309,Cyrano De Bergerac (Classics Illustrated),Ken Fitch,1997,Acclaim Books,,,
0590447106,Sally's Room,Mary K. Brown,1993,Scholastic Paperbacks (T),,,
0525467238,The Sight,David Clement-Davies,2002,Dutton Books,,,
1879682109,It's a Conspiracy!: The National Insecurity Council,American Paranoiac Institute,1992,Behind The News Press,,,
0066213762,Discover Your Genius: How to Think Like History's Ten Most Revolutionary Minds,Michael Gelb,2002,HarperCollins Publishers,,,
0307101339,Tommy's New Bed (First Little Golden Book),Pnina Kass,1990,Golden Books,,,
0373822499,"Cameron (Babies &amp; Bachelors USA, 1)",Beverly Barton,1998,Harlequin,,,
0151007829,Alva &amp; Irva: The Twins Who Saved a City,Edward Carey,2003,Harcourt,,,
0517161362,Webster's Spanish-English/English-Spanish Dictionary,Lorenz,1999,Gramercy,,,
0130568708,Back in Control,Greg Bodenhamer,1984,Prentice Hall,,,
0374400164,Abel's Island,William Steig,1985,"Farrar, Straus and Giroux (BYR)",,,
0091332001,The great drought of 1976,Evelyn Cox,1978,Hutchinson,,,
0061083275,Second Chances,Sharon Sala,2002,HarperTorch,,,
0140250131,Rumpole for the Defense,John Mortimer,1996,Penguin Books,,,
067100560X,Gustave Flaubert's Madame Bovary and Three Tales,Arthur Rozen,1977,Monarch Press,,,
0586068015,Life goes on,Alan Sillitoe,1987,Grafton Books,,,
0802150454,Every Good Boy Deserves Favor and Professional Foul: Two Plays,Tom. Stoppard,1978,Grove Press,,,
8401492521,"Septiembre (Fiction, Poetry and Drama)",Pilcher,0,Plaza &amp; Janes Editor,,,
0299101444,Charlotte Bronte: The Self Conceived,Helene Moglen,1984,University of Wisconsin Press,,,
0352334533,Doctor's Orders (Black Lace),Deanna Ashford,2000,Black Lace,,,
0399213015,The Very Hungry Caterpillar (MINIATURE EDITION),Eric Carle,1986,Philomel Books,,,
0865530769,Games to play in the car,Michael Harwood,1983,Distributed by St. Martin's Press,,,
0156301202,"Familiar Faces, Hidden Lives: The Story of Homosexual Men in America Today","Howard, Md. Brown",1989,Harvest Books,,,
0586037241,CONFESSIONS OF A MASK,Mishima,1985,HarperCollins Publishers,,,
087596933X,Betty's Book of Laundry Secrets,Betty Faust,2001,Rodale Books,,,
0671643681,TO PLUCK A ROSE,Jacqueline Marten,1987,Pocket,,,
0764505815,Palm Computing for Dummies,Bill Dyszel,1999,For Dummies,,,
0971949565,How to Get Organized Without Resorting to Arson: A Step-By-Step Guide to Clearing Your Desk Without Panic or the Use of Open Flame,Liz Franklin,2003,Clara Fyer Books,,,
0812571819,White Chocolate,Elizabeth Atkins Bowman,1999,Forge,"""My sweet White Chocolate, "" that's what Taylor James' first love used to call her, referring to her mixed heritage. But that was before he dumped her without explanation. Now, three years later, Taylor is engaged to her boss, the owner of the TV network, and a hot TV journalist who just exposed a violent white supremacist group. But the white supremacist group wanting revenge is secondary to the reappearance of her first love, who wants her back.",Fiction,
0671707248,REVERSAL OF FORTUNE: INSIDE THE VON BULOW CASE,Alan Dershowitz,1990,Pocket,,Biography & Autobiography,
0060247487,Pauses: Autobiographical Reflections of 101 Creators of Children's Books,Lee Bennett Hopkins,1995,HarperCollins Publishers,,,
0961122803,All We Did Was Fly to the Moon (History-alive series),Dick Lattimer,1985,Whispering Eagle Pr,,,
0721475779,Teddy Bear Stories and Rhymes (LADYBD/SL3),Ronnie Randall,1997,Ladybird Books,,,
0932194559,Grandchildren of Alcoholics: Another Generation of Co-Dependency,Ann W. Smith,1988,Hci,,,
0945575319,My Life and Dr. Joyce Brothers: A Novel in Stories,Kelly Cherry,1990,Workman Pub Co,,,
0812575911,Elixir,Gary Braver,2001,Tor Books,,,
1556708947,Shoes,Elizabeth Cotton,1999,Harry N Abrams Inc,,,
287097017X,"Blake et Mortimer, tome 12 : Les 3 formules du professeur Sato 2",Bob De Moor,1996,Blake et Mortimer,,,
0786881208,"The Beardstown Ladies' Common-Sense Investment Guide: How We Beat the Stock Market-And How You Can, Too",Beardstown Ladies Investment Club,1996,Hyperion Books,"Already role models for thousands of investors, the Beardstown Ladies--16 savvy women from rural Beardstown, Illinois--have beaten the stock market for more than a decade. This guide includes step-by-step instructions for their investment strategies, plus illustrative anecdotes that will show even the most inexperienced investor how to devise a personal financial plan. Photos.",Business & Economics,
0425061663,Gun Wizard,J. T. Edson,1983,Berkley Publishing Group,,,
079141924X,"Reading Paulo Freire: His Life and Work (Suny Series, Teacher Empowerment and School Reform)",Moacir Gadotti,1994,State University of New York Press,,,
0671874985,Where Love Has Gone,Harold Robbins,1985,Pocket Books,,,
0451201426,Emerald,Lauren Royal,2000,Signet Book,,,
0312973101,Lay the Mountains Low (Plainsman),Terry C. Johnston,2001,St. Martin's Paperbacks,,,
0787120332,Small Town Girl,LaVyrle Spencer,1999,Dove Books Audio,,,
0207151555,S'pose I Die: The Story of Evelyn Maunsell (Outback Classics),Hector Holthouse,1985,HarperCollins Publishers (Australia) Pty Ltd,,,
2742727701,L'Empreinte de l'ange,Nancy Huston,2000,Actes Sud,,,
0525471014,Not Just a Witch,Eva Ibbotson,2003,Dutton Books,,,
0066620678,The Unfinished Revolution: Human-Centered Computers and What They Can Do For Us,Michael L. Dertouzos,2001,HarperBusiness,,,
0452277337,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,"NATIONAL BOOK AWARD FINALIST ""If one were to cross Jane Austen and Henry James, the result would be Diane Johnson.""—San Francisco Chronicle The national bestseller and inspiration for the major motion picture starring Naomi Watts and Kate Hudson! Called ""stylish... refreshing... genuinely wise” by The New York Times Book Review,this delightful comedy of manners and morals, money, marriage, and murder follows smart, sexy, and impeccably dressed American Isabel Walker as she lands in Paris to visit her stepsister Roxy, a poet whose marriage to an aristocratic French painter has assured her a coveted place in Parisian society—until her husband leaves her for the wife of an American lawyer. Could ""le divorce"" be far behind? Can irrepressible Isabel keep her perspective (and her love life) intact as cultures and human passions collide? ""Social comedy at its best"" (Los Angeles Times Book Review), Le Divorce is Diane Johnson at her most scintillating and sublime.",Fiction,en
0192827898,For Crying Out Loud (Oxford Poets),Chris Wallace-Crabbe,1991,Paul &amp; Co Pub Consortium,,,
0673388638,"American Experiences, Vol. 2: 1877 to the Present",James S. Olson,1990,Scott Foresman/Addison-Wesley,,,
0062504339,I'll Quit Tomorrow : A Practical Guide to Alcoholism Treatment,Vernon E. Johnson,1990,HarperSanFrancisco,,,
0523403852,The Shambhala Strike,Joseph Rosenberger,1978,Pinnacle Books,,,
0375503854,The Half-Jewish Book : A Celebration,DANIEL KLEIN,2000,Villard,"Studies the growing population of half-Jewish individuals in America, exploring the subculture's unique identity, attributes, and physical characteristics, and profiles half-Jewish Hollywood celebrities.",Religion,
0452277191,Sexual Ecology: AIDS and the Destiny of Gay Men,Gabriel Rotello,1998,Plume Books,,,
0394515315,The Best of Modern Humor,Mordecai Richler,1983,Random House Inc,,,
0393023788,The Pathology of Power,Norman Cousins,1987,W W Norton &amp; Co Inc,,,
3462024256,Ja hallo erstmal,RÃ¼diger Hoffmann,1995,Kiepenheuer &amp; Witsch,,,
0553281631,"Return to the River (Spanish Bit Saga Book, No 11)",Don Coldsmith,1989,Bantam Books,,,
0380725266,The Quest for Comets: An Explosive Trail of Beauty and Danger,David H. Levy,1995,Avon Books,,,
0141302623,Children of the New Forest,Frederick Marryat,1998,Penguin Uk,,,
0396068812,Postern of Fate,Agatha Christie,1973,Dodd Mead,,,
0945260245,Tales of Poe a Selection and Condensation (Best Loved Books for Young Readers),Edgar Allan Poe,1989,Readers Digest Association Inc,,,
0670875716,The Spring Cleaning Murders (Viking Mystery Suspense),Dorothy Cannell,1998,Penguin USA,,,
0864118058,Hair &amp; Make-Up,Jane Campsie,1999,Graphic Arts Center Pub Co,,,
0874849071,Schools &amp; Society A Unified Rdr,Jeanne  Ballantine,1989,McGraw-Hill Humanities/Social Sciences/Languages,,,
0140504427,Tight Times (Picture Puffins),Barbara Shook Hazen,1983,Puffin Books,,,
0895311380,Junior Prom Girl,Georgia Craig,1981,Sharon Pubns,,,
0395933218,Calculus: Early Transcendental Functions,Ron Larson,1999,Houghton Mifflin Company,,,
1931081336,Seven Wild Sisters,Charles De Lint,2002,Subterranean Press,,,
0931503027,Pearl Harbor Child : A Child's View of Pearl Harbor from Attack to Peace,Dorinda Makanaonalani Nicholson,2001,Woodson House Publishing,,,
8484507076,Por Los Pelos,Marian Keyes,2001,Debols!llo,,,
0821749803,To Love and to Honor (Zebra June Bride Romance Collection),Phoebe Conn,1995,Zebra Books,,,
0800757181,"Daughter of Joy (Morgan, Kathleen, Brides of Culdee Creek, Bk.1.)",Kathleen Morgan,1999,Revell,"These classic historical romance novels are getting a new look for the next generation of readers. But the wonderful stories remain the same, as touching and fresh as they were when first published. Praise for the Brides of Culdee Creek series: ""A poignant love story that will remain with the reader long after the book is closed.""--Lori Copeland, author of the Brides of the West series ""A beautiful story of redemptive love. . . . A memorable read.""--Robin Lee Hatcher, author of Catching Katie ""A spectacular new series.""--Library Journal Praise for Kathleen Morgan: ""Kathleen Morgan writes with deep emotion and feeling.""--Reader to Reader ""A marvelous storyteller.""--Romantic Times ""Kathleen Morgan is a phenomenal writer!""--The Talisman",Fiction,en
0375431659,The Emperor of Ocean Park,Stephen L. Carter,2002,Random House Large Print Publishing,,,
0451171179,The Illustrated Sports Record Book,Zander Hollander,1996,New Amer Library,,,
1884822266,Can It Happen Again?: Chronicles of the Holocaust,Roselle K. Chartock,1995,Black Dog &amp; Leventhal Pub,,,
0887297064,Insight City Guides Madrid (Insight Guide Madrid),Lucinda Evans,1991,Langenscheidt Pub,,,
0049100866,Beyond the pyramids: Travels in Egypt,Douglas Kennedy,1988,Unwin Hyman,,,
0064600343,German Grammar,E. Greenfield,1968,Harpercollins,,,
0671320459,Gilbert and Sullivan Masters of Mirth and Melody,Purdy                        Cl,2000,Julian Messner,,,
0886778972,The Farthest Seeking (Ghattens' Gambit),Gayle Greeno,2000,Daw Books,,,
0812579852,Cavern of Doom: Zork No 3,S. Meretzky,1983,Tor Books (Mm),,,
0373053754,"Gift Of Love (Silhouette Desire, No 375)",Sherryl Woods,1987,Silhouette,,,
0886873347,World Almanac and Book of Facts-88,Mark S. Hoffman,1988,World Almanac Books,,,
0756763401,24/7: Living It Up and Doubling Down in the New Las Vegas,Andres Martinez,1999,Diane Pub Co,,,
141407980X,The Caretaker,Gabriella Cairo,2004,Authorhouse,,,
